"R_group"	"Substitution count"	"R-group to search for"	"Isostere substitution"	"Reaction (SMARTS)"
"ONC(=O)[*]"	30	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]"
"ONC(=O)[*]"	29	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D1]-[#8&D2]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D1]-[#8&D2]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]"
"ONC(=O)[*]"	26	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D1]-[#7&D3](-[#6&D1])-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D1]-[#7&D3](-[#6&D1])-[#6&D3](=[#8&D1])-[*:1]"
"ONC(=O)[*]"	26	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#7&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#7&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]"
"ONC(=O)[*]"	20	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#15&D4](-[#8&D1])(-[#8&D1])(=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#15&D4](-[#8&D1])(-[#8&D1])(=[#8&D1])-[*:1]"
"ONC(=O)[*]"	20	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D3](=[#8&D1])(-[#8&D1])-[#7&D2]-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D3](=[#8&D1])(-[#8&D1])-[#7&D2]-[*:1]"
"ONC(=O)[*]"	20	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[#6&D3](-[#6&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[#6&D3](-[#6&D1])-[*:1]"
"ONC(=O)[*]"	16	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D1]-[#16&D4](=[#8&D1])(=[#8&D1])-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]"
"ONC(=O)[*]"	15	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D1]-[#6&D2]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D1]-[#6&D2]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]"
"ONC(=O)[*]"	14	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#7]1-,=,:[#7]-,=,:[#7H]-,=,:[#7]-,=,:[#6]-,=,:1-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#7]1-,=,:[#7]-,=,:[#7H]-,=,:[#7]-,=,:[#6]-,=,:1-[*:1]"
"ONC(=O)[*]"	519	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#6&D3](-[#8&D1])(=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#6&D3](-[#8&D1])(=[#8&D1])-[*:1]"
"ONC(=O)[*]"	20	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#15&D4](-[#8&D1])(-[#8&D1])(=[#8&D1])-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#15&D4](-[#8&D1])(-[#8&D1])(=[#8&D1])-[*:1]"
"ONC(=O)[*]"	42	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-*"	"[#16&D1]-*"	"[#8&D1]-[#7&D2]-[#6&D3](=[#8&D1])-[*:1]>>[#16&D1]-[*:1]"
"c1cc(O)ccc1C[*]"	829	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	250	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D1]-[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6](-[#6&D1]):[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D1]-[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6](-[#6&D1]):[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	219	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]-,=,:1-,=,:[#7H]-,=,:[#6]-,=,:[#6]-,=,:2-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]-,=,:1-,=,:[#7H]-,=,:[#6]-,=,:[#6]-,=,:2-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	211	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	205	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	167	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	140	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6](-[#17&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	136	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	133	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[*:1]"
"c1cc(O)ccc1C[*]"	117	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]"
"c1cc(O)ccc1C[*]"	111	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	102	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6](-[#8&D1]):[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	96	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#8&D1]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#8&D1]-[#6&D3](-[#6&D1])-[*:1]"
"c1cc(O)ccc1C[*]"	95	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	90	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	86	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7&D1]-[#6&D3](-[#7&D1])=[#7&D2]-[#6&D2]-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7&D1]-[#6&D3](-[#7&D1])=[#7&D2]-[#6&D2]-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	80	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	79	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	78	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D1]-[#16&D2]-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D1]-[#16&D2]-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	77	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7&D1]-[#6&D3](=[#8&D1])-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7&D1]-[#6&D3](=[#8&D1])-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	829	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	211	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D3](-[#6&D1])(-[#6&D1])-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	86	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7&D1]-[#6&D3](-[#7&D1])=[#7&D2]-[#6&D2]-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7&D1]-[#6&D3](-[#7&D1])=[#7&D2]-[#6&D2]-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	66	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7&D1]-[#6&D2]-[#6&D2]-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7&D1]-[#6&D2]-[#6&D2]-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	117	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6&D1]-[#6&D2]-[#6&D3](-[#6&D1])-[*:1]"
"c1cc(O)ccc1C[*]"	219	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]-,=,:1-,=,:[#7H]-,=,:[#6]-,=,:[#6]-,=,:2-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]12:[#6]:[#6]:[#6]:[#6]:[#6]-,=,:1-,=,:[#7H]-,=,:[#6]-,=,:[#6]-,=,:2-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	96	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#8&D1]-[#6&D3](-[#6&D1])-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#8&D1]-[#6&D3](-[#6&D1])-[*:1]"
"c1cc(O)ccc1C[*]"	136	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	77	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#7&D1]-[#6&D3](=[#8&D1])-[#6&D2]-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#7&D1]-[#6&D3](=[#8&D1])-[#6&D2]-[#6&D2]-[*:1]"
"c1cc(O)ccc1C[*]"	167	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-*"	"[#6]1:[#6]:[#6](-[#8&D1]):[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[#6&D2]-[*:1]"
"n1ccccc1[*]"	2322	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	1652	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-[*:1]"
"n1ccccc1[*]"	1393	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#7]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#7]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	743	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#9&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	541	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#17&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	534	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	519	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"n1ccccc1[*]"	485	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[#8&D2]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	438	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#9&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	422	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#7]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-[*:1]"
"n1ccccc1[*]"	387	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6&D1]-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6&D1]-[*:1]"
"n1ccccc1[*]"	384	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#7]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#7]1:[#6]:[#6]:[#7]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	384	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#9&D1]):[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	373	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#16]1-,=,:[#6]-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:1-[*:1]"
"n1ccccc1[*]"	364	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6](-[#6&D1]):[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	339	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1(-[#17&D1])-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"n1ccccc1[*]"	337	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#17&D1]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	324	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#8]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#8]1-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
"n1ccccc1[*]"	320	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6](-[#8&D2]-[#6&D1]):[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	299	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[*:1]"
"n1ccccc1[*]"	2322	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	211	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1-[#6]-[#6]-1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1-[#6]-[#6]-1-[*:1]"
"n1ccccc1[*]"	1652	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1-[*:1]"
"n1ccccc1[*]"	1393	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#6]1:[#6]:[#7]:[#6]:[#6]:[#6]:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#6]1:[#6]:[#7]:[#6]:[#6]:[#6]:1-[*:1]"
"n1ccccc1[*]"	108	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-*"	"[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-*"	"[#7]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[*:1]>>[#7H]1-,=,:[#6]-,=,:[#7]-,=,:[#6]-,=,:[#6]-,=,:1-[*:1]"
